Id,SalePrice
1461,126186.69
1462,159444.8
1463,177350.14
1464,187751.17
1465,184745.02
1466,169796.11
1467,181354.27
1468,170595.0
1469,180947.08
1470,131107.7
1471,181398.38
1472,96305.69
1473,96554.91
1474,147705.4
1475,112976.31
1476,375109.88
1477,261245.05
1478,274700.47
1479,278830.6
1480,487692.22
1481,336221.62
1482,203716.66
1483,170662.38
1484,166005.84
1485,177913.58
1486,193951.34
1487,347772.6
1488,226673.39
1489,202612.86
1490,231657.64
1491,185492.14
1492,101885.39
1493,173560.66
1494,286874.22
1495,271461.53
1496,227814.83
1497,176307.45
1498,170410.94
1499,157297.88
1500,148800.44
1501,177899.16
1502,135982.44
1503,282513.12
1504,244297.55
1505,222896.05
1506,189137.48
1507,244686.0
1508,195012.42
1509,166968.97
1510,147249.02
1511,157790.39
1512,171928.89
1513,142444.78
1514,152891.2
1515,181382.3
1516,157280.92
1517,158446.94
1518,131561.73
1519,231612.58
1520,137148.06
1521,141106.11
1522,168928.61
1523,118958.06
1524,128538.13
1525,122802.92
1526,108111.1
1527,103087.56
1528,137314.02
1529,162844.38
1530,169232.56
1531,107838.125
1532,96012.33
1533,134931.3
1534,120830.23
1535,161310.44
1536,106818.97
1537,64992.457
1538,174350.66
1539,199151.34
1540,85724.125
1541,152227.77
1542,138786.44
1543,227601.58
1544,85575.79
1545,111814.94
1546,139752.02
1547,134272.77
1548,138355.88
1549,113212.41
1550,132219.56
1551,107936.9
1552,150650.81
1553,142539.9
1554,121935.84
1555,178290.12
1556,84718.3
1557,109275.9
1558,97059.82
1559,79656.78
1560,124078.67
1561,122881.88
1562,133397.33
1563,120660.49
1564,162628.5
1565,143492.45
1566,235423.56
1567,84962.164
1568,248200.3
1569,130417.21
1570,133138.31
1571,127227.695
1572,145519.5
1573,254180.95
1574,116069.27
1575,228853.53
1576,245900.33
1577,191633.8
1578,143241.7
1579,146325.25
1580,189513.39
1581,150865.9
1582,126398.06
1583,308544.62
1584,221452.28
1585,142216.06
1586,65596.72
1587,101723.54
1588,157656.06
1589,92502.14
1590,136169.19
1591,100671.59
1592,117020.01
1593,124155.96
1594,131126.45
1595,116085.766
1596,256752.72
1597,197997.88
1598,220037.39
1599,160859.25
1600,161654.95
1601,57518.71
1602,109366.6
1603,83954.38
1604,252509.52
1605,244994.69
1606,175980.73
1607,166123.03
1608,209569.45
1609,183827.95
1610,158695.4
1611,135668.58
1612,159440.1
1613,157393.47
1614,112582.45
1615,95652.42
1616,79198.05
1617,92054.2
1618,131097.31
1619,147971.88
1620,156070.95
1621,141158.19
1622,145699.73
1623,272303.44
1624,209265.28
1625,116017.37
1626,148748.36
1627,192032.44
1628,274717.75
1629,187305.33
1630,372340.56
1631,228092.88
1632,234592.53
1633,176523.98
1634,194451.2
1635,177859.28
1636,155731.66
1637,202195.92
1638,199005.16
1639,175971.83
1640,282188.94
1641,179766.98
1642,252475.33
1643,232773.34
1644,242048.53
1645,194252.14
1646,158243.83
1647,154925.38
1648,130336.39
1649,145116.2
1650,121554.67
1651,128828.61
1652,96207.65
1653,101028.7
1654,150384.69
1655,148603.03
1656,147894.7
1657,154154.88
1658,144960.6
1659,121073.84
1660,155124.08
1661,476061.47
1662,415105.84
1663,400486.94
1664,506801.53
1665,309186.16
1666,364069.62
1667,431598.16
1668,342411.88
1669,283279.34
1670,369651.62
1671,274380.0
1672,435054.6
1673,307405.3
1674,238824.4
1675,186377.16
1676,186128.3
1677,218946.39
1678,439991.06
1679,408342.6
1680,347552.75
1681,239188.42
1682,319179.4
1683,175653.27
1684,167170.05
1685,166730.92
1686,170284.06
1687,162791.27
1688,193036.81
1689,195248.39
1690,196429.31
1691,181625.31
1692,275733.28
1693,172069.8
1694,198091.36
1695,160418.36
1696,279094.22
1697,166358.78
1698,386034.4
1699,342247.03
1700,260261.8
1701,273370.25
1702,254668.42
1703,237533.33
1704,296632.5
1705,229623.5
1706,418335.25
1707,220363.1
1708,204059.66
1709,272829.56
1710,237899.22
1711,268403.56
1712,264164.5
1713,273135.44
1714,226858.94
1715,217000.69
1716,191956.81
1717,184153.62
1718,128545.24
1719,208224.53
1720,234680.47
1721,165812.81
1722,117016.1
1723,153149.06
1724,201157.12
1725,241905.9
1726,184326.88
1727,150582.73
1728,181582.55
1729,166839.72
1730,161563.1
1731,112748.45
1732,131532.38
1733,111579.945
1734,115392.16
1735,130048.71
1736,110970.18
1737,329318.16
1738,247803.19
1739,246372.61
1740,200049.44
1741,182943.19
1742,180398.47
1743,176511.53
1744,336952.22
1745,220288.72
1746,192605.6
1747,233493.27
1748,229811.47
1749,149567.56
1750,128045.06
1751,240854.83
1752,119979.82
1753,148394.14
1754,196133.17
1755,162426.69
1756,140806.06
1757,118974.17
1758,160924.16
1759,166689.58
1760,161472.67
1761,127857.76
1762,170184.38
1763,182972.5
1764,114716.15
1765,172536.14
1766,183159.31
1767,200921.88
1768,145777.84
1769,170505.22
1770,144254.23
1771,108199.914
1772,122155.125
1773,122290.22
1774,144624.36
1775,146241.4
1776,134288.39
1777,120189.055
1778,129485.74
1779,113014.57
1780,179656.27
1781,131873.12
1782,76129.016
1783,143444.56
1784,111456.26
1785,123958.5
1786,131320.42
1787,158560.47
1788,57386.83
1789,99959.26
1790,67189.516
1791,174968.95
1792,155360.22
1793,133716.9
1794,145704.61
1795,142163.86
1796,118901.92
1797,113073.43
1798,117362.56
1799,117970.09
1800,131193.62
1801,136873.4
1802,134447.55
1803,150524.58
1804,148266.27
1805,138597.81
1806,119100.75
1807,134774.0
1808,122028.33
1809,121522.22
1810,140601.56
1811,90366.83
1812,99049.88
1813,128740.06
1814,88969.805
1815,54970.855
1816,100961.57
1817,117232.69
1818,163527.58
1819,138787.48
1820,59873.4
1821,102155.28
1822,150213.55
1823,48919.887
1824,131327.56
1825,133405.72
1826,109578.64
1827,94224.36
1828,133805.3
1829,116113.336
1830,162802.14
1831,140292.56
1832,88323.0
1833,139099.94
1834,120328.74
1835,123549.445
1836,120372.7
1837,97406.44
1838,127679.98
1839,94166.69
1840,148906.89
1841,142987.44
1842,90041.14
1843,124330.14
1844,138613.94
1845,146369.62
1846,152743.28
1847,188876.3
1848,54359.45
1849,107717.45
1850,120091.32
1851,167887.39
1852,127789.25
1853,135901.55
1854,171796.47
1855,152770.38
1856,224190.08
1857,148547.06
1858,137860.92
1859,118545.945
1860,153236.58
1861,117651.234
1862,302155.53
1863,298468.2
1864,298079.9
1865,337741.4
1866,343944.53
1867,228615.77
1868,305441.28
1869,205233.39
1870,224144.12
1871,252880.39
1872,164827.73
1873,252675.48
1874,145526.72
1875,214425.31
1876,193902.14
1877,207689.84
1878,191134.25
1879,128322.805
1880,132971.06
1881,247483.42
1882,257403.39
1883,186987.1
1884,212069.92
1885,247537.7
1886,301868.94
1887,202453.7
1888,266341.25
1889,168225.1
1890,116088.87
1891,142972.44
1892,85848.48
1893,134882.92
1894,119168.58
1895,133329.4
1896,133939.61
1897,121813.57
1898,109327.29
1899,165411.64
1900,141779.61
1901,179530.89
1902,148969.83
1903,229080.19
1904,138496.08
1905,218144.39
1906,174956.11
1907,214758.28
1908,105514.4
1909,134443.7
1910,115807.01
1911,216306.25
1912,311715.16
1913,144952.31
1914,59951.047
1915,296516.53
1916,68949.95
1917,255309.19
1918,137315.98
1919,166803.61
1920,139593.1
1921,425468.44
1922,301466.2
1923,222546.84
1924,225559.61
1925,202971.03
1926,425658.78
1927,135063.52
1928,141745.4
1929,116744.016
1930,125110.4
1931,140417.84
1932,143941.33
1933,185896.98
1934,176887.31
1935,178969.5
1936,197227.27
1937,180424.45
1938,159258.19
1939,248716.14
1940,183470.84
1941,170516.11
1942,184697.28
1943,197799.52
1944,395791.66
1945,422014.12
1946,158862.42
1947,328080.88
1948,162500.75
1949,237265.27
1950,180992.12
1951,263489.44
1952,196395.78
1953,172269.95
1954,187711.42
1955,143545.28
1956,277861.4
1957,147510.02
1958,319145.62
1959,155669.45
1960,115845.67
1961,118426.62
1962,95415.266
1963,102640.72
1964,111681.51
1965,149791.53
1966,143719.11
1967,291687.94
1968,478516.7
1969,447483.3
1970,522575.06
1971,460149.9
1972,391380.94
1973,280578.3
1974,331172.56
1975,447759.5
1976,268903.2
1977,375844.66
1978,421327.7
1979,312867.75
1980,197509.98
1981,337127.06
1982,224123.39
1983,206601.55
1984,165105.89
1985,220779.17
1986,204530.77
1987,170885.66
1988,184430.97
1989,192759.22
1990,215066.53
1991,232643.3
1992,207170.77
1993,165055.83
1994,235900.7
1995,187000.66
1996,250603.25
1997,324417.62
1998,346350.34
1999,280445.62
2000,332290.6
2001,275725.38
2002,246787.67
2003,267388.28
2004,277344.9
2005,221756.61
2006,219666.9
2007,243318.67
2008,209582.84
2009,197259.44
2010,182248.56
2011,126669.21
2012,172754.62
2013,184693.22
2014,187150.52
2015,205819.25
2016,205704.06
2017,197031.19
2018,121238.61
2019,133326.73
2020,106681.125
2021,97117.23
2022,164314.2
2023,149143.95
2024,251450.97
2025,375744.3
2026,171385.89
2027,158293.8
2028,153393.47
2029,166501.31
2030,255289.95
2031,224974.62
2032,246940.94
2033,246335.97
2034,175532.53
2035,223668.16
2036,193470.28
2037,197602.67
2038,293110.94
2039,223293.9
2040,300649.94
2041,292467.3
2042,206265.1
2043,162968.66
2044,163682.34
2045,221883.53
2046,143011.7
2047,141437.27
2048,138465.7
2049,129820.58
2050,180182.86
2051,95338.05
2052,121822.75
2053,152254.92
2054,88483.77
2055,158217.12
2056,147290.17
2057,113485.9
2058,219646.38
2059,133979.34
2060,169632.16
2061,170865.77
2062,122313.43
2063,118486.83
2064,148169.16
2065,128279.734
2066,151953.05
2067,110659.266
2068,131791.16
2069,81106.26
2070,117252.14
2071,92668.41
2072,120481.46
2073,136727.56
2074,182031.1
2075,138963.23
2076,118849.32
2077,156869.44
2078,123273.09
2079,138945.22
2080,121379.29
2081,127315.695
2082,126951.11
2083,143951.48
2084,109408.96
2085,118291.39
2086,110026.62
2087,119142.22
2088,94905.42
2089,74598.76
2090,129887.82
2091,111021.414
2092,123139.734
2093,126370.82
2094,107710.57
2095,148751.05
2096,80937.195
2097,90045.77
2098,153014.75
2099,56185.164
2100,70008.11
2101,117021.016
2102,138420.28
2103,101557.984
2104,148709.5
2105,128706.055
2106,61553.164
2107,211475.55
2108,108136.58
2109,107465.66
2110,119570.89
2111,147758.1
2112,136339.92
2113,130018.33
2114,109491.52
2115,162108.22
2116,116640.63
2117,153157.39
2118,127656.84
2119,114142.03
2120,112043.26
2121,95536.64
2122,117371.516
2123,87147.85
2124,164439.0
2125,120074.945
2126,140338.6
2127,149341.22
2128,119277.62
2129,85578.81
2130,147372.5
2131,139765.73
2132,117662.12
2133,118180.77
2134,118899.766
2135,82096.13
2136,76140.71
2137,111206.64
2138,141109.47
2139,155627.14
2140,137201.97
2141,146961.28
2142,137030.92
2143,142377.42
2144,119383.57
2145,140773.03
2146,167746.56
2147,151698.5
2148,148899.66
2149,160187.36
2150,247708.44
2151,108751.41
2152,163423.28
2153,159812.45
2154,117360.43
2155,145471.2
2156,250768.94
2157,222081.69
2158,229166.72
2159,214278.75
2160,174952.44
2161,250590.36
2162,392690.25
2163,348474.44
2164,230646.25
2165,217973.66
2166,155628.62
2167,236877.52
2168,207510.28
2169,206512.52
2170,224454.72
2171,157415.23
2172,128797.164
2173,171858.4
2174,226460.56
2175,284514.75
2176,332168.62
2177,250362.47
2178,211368.89
2179,137950.08
2180,203021.17
2181,190238.44
2182,214715.48
2183,189080.67
2184,116483.0
2185,120861.34
2186,148508.81
2187,157953.6
2188,153489.45
2189,225722.94
2190,85534.99
2191,81383.56
2192,99218.45
2193,99893.31
2194,99925.99
2195,114413.836
2196,91245.55
2197,120139.31
2198,172216.73
2199,190143.77
2200,148980.9
2201,140613.9
2202,224095.61
2203,148956.47
2204,188798.86
2205,129143.15
2206,144537.36
2207,214018.97
2208,269514.47
2209,230617.66
2210,114952.7
2211,106336.08
2212,115125.94
2213,108512.71
2214,122246.73
2215,101411.65
2216,153282.19
2217,61322.84
2218,87312.41
2219,76899.35
2220,71585.72
2221,314617.22
2222,266818.7
2223,285929.47
2224,209070.6
2225,121257.11
2226,196265.66
2227,205956.69
2228,267921.0
2229,253088.61
2230,160888.1
2231,209353.9
2232,190699.28
2233,177116.05
2234,217985.1
2235,223668.8
2236,267131.88
2237,340946.88
2238,201414.73
2239,101848.375
2240,160597.9
2241,152034.38
2242,116444.91
2243,129267.234
2244,99948.29
2245,91974.97
2246,154555.7
2247,103750.14
2248,131172.73
2249,124426.93
2250,129743.47
2251,100618.516
2252,161615.02
2253,150792.69
2254,174276.19
2255,185446.69
2256,187029.36
2257,212555.27
2258,162994.31
2259,183182.89
2260,148420.03
2261,188468.58
2262,199952.92
2263,400614.12
2264,454861.0
2265,155360.38
2266,310092.12
2267,387835.9
2268,447771.44
2269,146882.53
2270,203719.58
2271,230086.9
2272,206796.11
2273,173796.34
2274,186511.05
2275,164542.38
2276,208897.2
2277,192653.9
2278,147812.92
2279,125429.49
2280,129652.68
2281,170598.25
2282,185662.58
2283,108159.88
2284,113375.99
2285,141110.67
2286,120701.01
2287,393378.8
2288,278229.47
2289,420332.78
2290,499334.62
2291,358309.75
2292,458840.53
2293,544172.06
2294,455610.78
2295,468878.88
2296,340652.4
2297,373806.06
2298,382324.8
2299,378293.9
2300,348048.97
2301,308284.6
2302,261311.33
2303,242360.12
2304,235484.64
2305,182702.4
2306,183069.55
2307,192873.6
2308,229639.72
2309,284837.53
2310,219362.31
2311,193800.84
2312,180547.34
2313,176765.56
2314,176442.19
2315,184463.33
2316,195955.75
2317,181791.84
2318,186095.64
2319,186144.64
2320,190632.36
2321,240870.22
2322,172450.11
2323,197645.27
2324,168058.16
2325,212579.6
2326,173071.08
2327,221522.2
2328,227640.0
2329,189778.9
2330,182040.98
2331,399882.03
2332,398871.94
2333,329517.66
2334,273787.7
2335,289719.03
2336,327113.94
2337,200906.16
2338,290092.53
2339,205154.52
2340,399924.72
2341,228016.98
2342,240891.81
2343,228541.2
2344,224216.6
2345,235517.66
2346,219128.12
2347,194443.05
2348,247049.52
2349,184037.92
2350,318481.28
2351,270012.78
2352,249084.53
2353,255053.66
2354,134150.28
2355,145086.73
2356,150123.45
2357,190283.08
2358,194416.9
2359,136188.8
2360,109371.086
2361,146482.6
2362,266633.25
2363,142627.89
2364,153120.6
2365,224058.42
2366,194564.55
2367,228407.64
2368,226163.36
2369,218112.16
2370,168885.44
2371,177617.4
2372,200830.3
2373,302278.6
2374,351440.4
2375,253301.1
2376,283416.06
2377,381255.8
2378,143319.86
2379,209883.06
2380,146749.66
2381,153964.31
2382,205808.64
2383,211486.23
2384,249223.77
2385,163316.55
2386,136186.33
2387,133941.14
2388,92238.836
2389,120771.36
2390,154310.94
2391,156481.84
2392,115806.79
2393,174939.77
2394,143944.62
2395,190419.4
2396,144139.69
2397,199764.05
2398,122755.38
2399,57727.258
2400,57991.066
2401,107943.8
2402,137046.48
2403,139408.17
2404,145944.08
2405,156362.8
2406,148456.14
2407,119721.164
2408,157119.92
2409,125474.125
2410,164174.17
2411,113880.64
2412,153173.75
2413,132549.2
2414,138138.47
2415,131754.72
2416,127675.96
2417,133467.31
2418,135234.94
2419,127884.95
2420,120730.36
2421,161938.39
2422,111302.13
2423,123308.375
2424,142643.66
2425,188983.69
2426,126252.41
2427,121581.45
2428,180509.12
2429,118140.664
2430,129927.72
2431,108040.61
2432,140000.0
2433,147447.02
2434,129767.73
2435,151642.23
2436,110309.34
2437,106424.945
2438,123568.65
2439,97792.71
2440,114522.016
2441,83366.62
2442,91197.875
2443,119521.3
2444,123391.89
2445,85231.35
2446,139814.94
2447,190176.95
2448,128408.75
2449,112365.88
2450,142167.66
2451,127507.68
2452,179969.9
2453,90191.1
2454,113124.88
2455,103321.31
2456,137679.73
2457,136760.69
2458,127829.48
2459,115736.79
2460,133568.42
2461,122573.36
2462,137954.16
2463,131245.56
2464,190683.45
2465,144338.73
2466,113985.6
2467,136165.42
2468,75478.11
2469,73665.91
2470,191366.42
2471,215822.23
2472,167904.38
2473,116445.91
2474,74561.2
2475,222870.11
2476,134047.08
2477,124124.47
2478,146684.45
2479,104453.43
2480,149605.22
2481,132592.7
2482,130297.62
2483,109828.27
2484,123252.41
2485,135938.48
2486,140628.92
2487,206753.31
2488,163516.97
2489,145489.38
2490,153730.6
2491,85295.67
2492,192136.86
2493,156921.36
2494,141300.16
2495,84138.09
2496,241411.33
2497,158918.48
2498,104909.96
2499,83784.5
2500,120208.66
2501,142437.03
2502,150053.75
2503,84573.4
2504,169168.98
2505,227995.45
2506,256035.55
2507,282363.38
2508,255721.73
2509,209716.8
2510,215395.56
2511,172709.16
2512,215961.0
2513,211322.94
2514,257322.4
2515,150640.61
2516,176288.8
2517,144412.11
2518,156007.86
2519,241031.3
2520,214409.16
2521,179931.64
2522,230351.25
2523,117896.086
2524,140726.33
2525,153760.94
2526,141318.08
2527,116089.76
2528,127108.234
2529,134329.64
2530,125934.586
2531,268585.38
2532,222410.2
2533,196173.58
2534,227914.36
2535,299038.28
2536,242939.56
2537,230331.27
2538,180642.25
2539,190583.1
2540,172940.23
2541,180230.64
2542,173516.47
2543,125400.67
2544,128755.164
2545,132692.38
2546,135406.58
2547,141006.02
2548,149388.52
2549,166985.69
2550,483676.4
2551,146936.89
2552,116528.78
2553,80658.414
2554,105903.836
2555,115991.375
2556,100457.73
2557,108200.12
2558,167743.52
2559,153429.89
2560,154124.73
2561,146635.64
2562,143046.62
2563,149310.75
2564,220805.5
2565,140457.62
2566,175217.42
2567,125970.14
2568,194040.89
2569,227256.72
2570,113253.23
2571,192161.6
2572,135896.75
2573,224984.27
2574,284055.2
2575,143723.64
2576,123629.35
2577,145680.28
2578,78340.484
2579,58263.473
2580,109470.016
2581,110446.086
2582,109675.56
2583,298484.12
2584,177063.69
2585,171327.06
2586,211440.66
2587,197763.11
2588,147035.44
2589,150861.58
2590,218511.27
2591,211878.08
2592,208956.78
2593,257720.27
2594,186613.17
2595,208092.52
2596,289881.53
2597,179038.12
2598,292385.6
2599,317799.84
2600,133882.39
2601,138488.02
2602,81771.39
2603,91936.12
2604,93372.68
2605,76522.23
2606,156713.78
2607,197705.4
2608,197835.73
2609,167815.36
2610,113524.22
2611,115046.805
2612,155458.03
2613,141194.27
2614,138014.69
2615,160188.42
2616,153220.66
2617,202827.84
2618,190159.72
2619,195146.38
2620,202310.3
2621,170559.7
2622,186839.69
2623,244043.97
2624,313938.34
2625,318502.56
2626,176163.42
2627,164463.77
2628,505351.22
2629,490854.4
2630,380061.8
2631,516950.6
