Id,SalePrice
1461,574159.8
1462,475771.9
1463,31577.193
1464,70352.125
1465,485224.6
1466,487005.75
1467,91641.91
1468,61928.824
1469,34672.0
1470,3367012.0
1471,17954.793
1472,31666.457
1473,62020.73
1474,66358.94
1475,193070.88
1476,847820.3
1477,550571.9
1478,1621390.6
1479,293545.66
1480,1750224.5
1481,1903307.2
1482,856505.44
1483,252483.03
1484,1841063.1
1485,256347.06
1486,428070.8
1487,2943048.8
1488,31568.07
1489,228706.7
1490,160208.44
1491,1153067.5
1492,153940.67
1493,50159.285
1494,3637224.5
1495,708566.2
1496,154163.69
1497,1278635.5
1498,134481.28
1499,134444.86
1500,679721.6
1501,235152.06
1502,889254.9
1503,1944.27
1504,1545232.1
1505,336477.94
1506,101641.695
1507,78294.41
1508,455466.97
1509,173769.5
1510,10428.139
1511,5111.745
1512,563867.0
1513,1825748.4
1514,220.73558
1515,6270.2427
1516,223865.12
1517,61349.164
1518,643984.6
1519,57137.426
1520,203070.55
1521,16325.792
1522,284934.53
1523,937641.94
1524,680209.25
1525,1386859.5
1526,519805.53
1527,2321467.5
1528,374496.88
1529,23582.77
1530,655581.0
1531,2425.9043
1532,3148470.0
1533,991041.7
1534,945528.75
1535,19772.416
1536,2133791.5
1537,34274.332
1538,37941.34
1539,2480.428
1540,41252.742
1541,783715.4
1542,87042.12
1543,5987.4624
1544,985811.0
1545,8775727.0
1546,279220.16
1547,535979.2
1548,597509.6
1549,164833.72
1550,198845.61
1551,104086.305
1552,46427.2
1553,74832.55
1554,355071.38
1555,60967.484
1556,211338.45
1557,320212.97
1558,25947.455
1559,38003.156
1560,175259.7
1561,14894.105
1562,117845.836
1563,224271.77
1564,90653.484
1565,743431.2
1566,1459987.2
1567,97121.12
1568,1323211.8
1569,334067.72
1570,263463.56
1571,5438341.0
1572,27701.117
1573,3000.4238
1574,6681.211
1575,2796349.5
1576,109714.375
1577,112744.8
1578,95636.09
1579,810515.56
1580,222859.9
1581,35979.566
1582,142070.88
1583,285831.03
1584,598827.4
1585,299152.97
1586,2282.9788
1587,184.99756
1588,8620.54
1589,84614.87
1590,3266377.8
1591,902597.3
1592,52906.008
1593,121084.35
1594,1565.4243
1595,7025.909
1596,3065.829
1597,5251.6245
1598,528572.2
1599,1286.7653
1600,582.6528
1601,6238.7427
1602,2565303.8
1603,3949.9
1604,73868.234
1605,362123.9
1606,125236420.0
1607,3577.303
1608,1146687.4
1609,107912.195
1610,41190.707
1611,607253.7
1612,25083.41
1613,9965.918
1614,1183.0718
1615,233250.89
1616,555889.56
1617,52193.83
1618,20207.918
1619,63397.97
1620,10.781315
1621,10979.502
1622,136601.66
1623,240182.06
1624,120080.09
1625,172139.89
1626,83418.47
1627,308354.88
1628,619698.0
1629,227400.03
1630,366285.25
1631,97792.805
1632,576103.6
1633,125075.805
1634,270682.1
1635,727645.4
1636,130577.625
1637,3188.058
1638,75528.945
1639,53963.176
1640,1006969.0
1641,136058.97
1642,422456.28
1643,213900.62
1644,336554.62
1645,898338.75
1646,485850.66
1647,95743.51
1648,181922.8
1649,267623.75
1650,63583.13
1651,268379.0
1652,241195.25
1653,192373.73
1654,154695.36
1655,158670.28
1656,888388.6
1657,982241.2
1658,199774.33
1659,612120.9
1660,21405.498
1661,6718798.5
1662,895726.1
1663,1394623.8
1664,133.44733
1665,1212199.4
1666,89233.484
1667,7550583.0
1668,184.31683
1669,1223145.4
1670,405726.66
1671,515439.28
1672,756598.25
1673,918249.7
1674,709902.06
1675,1692471.6
1676,266895.56
1677,1084542.1
1678,173595.1
1679,1210168.8
1680,172592.27
1681,977854.9
1682,421191.9
1683,784941.3
1684,285087.03
1685,350162.1
1686,1633051.1
1687,62786.23
1688,403395.94
1689,134445.11
1690,357749.1
1691,957043.0
1692,738337.6
1693,272562.72
1694,164879.94
1695,58404.277
1696,1968549.2
1697,48266.246
1698,574925.8
1699,132797.83
1700,62717.83
1701,565145.6
1702,2777876.5
1703,1692465.2
1704,416466.72
1705,125203.02
1706,1731390.1
1707,187979.78
1708,280399.1
1709,994364.7
1710,605592.7
1711,1613579.1
1712,232112.77
1713,324411.12
1714,786416.7
1715,425338.62
1716,186059.8
1717,62934.78
1718,130.2158
1719,234660.55
1720,4172.63
1721,16181.42
